i1,i2,i3,i4,label,template
8037,10785,4946,4626,1,4
13186,15941,20444,11303,0,0
16704,22177,10867,18793,0,3
1406,15654,18502,5359,0,3
18124,2857,17329,4652,0,1
5006,4273,1629,22440,1,6
5835,10282,16069,5821,1,3
4882,3077,16249,14184,0,1
14848,24919,17724,21776,0,1
20243,14986,9557,1361,1,6
5769,23459,8414,15737,0,2
4022,192,23645,8541,0,2
19054,21650,7775,9592,1,1
8342,3468,6014,8665,1,5
10567,12707,1003,12236,0,1
9671,11249,669,18142,1,2
8991,21151,23377,12940,0,1
2620,11470,16854,21201,0,2
14408,2525,19005,10737,0,3
19044,5426,13751,1570,1,3
20204,13043,6677,15646,0,1
14511,9327,624,5570,1,6
22372,5431,11413,12100,0,1
4209,24125,24135,13140,0,3
13671,17297,20057,8064,0,2
12679,10948,23368,4490,0,1
24130,10483,21396,21004,0,2
10401,5369,19687,12433,1,5
10101,1897,17883,5120,0,1
5438,2715,24064,19019,1,7
8632,22185,8621,2460,1,5
21719,12517,23186,11591,1,2
822,18116,24620,9066,0,1
23665,22153,20484,19778,0,2
20702,21170,12278,15156,0,1
18825,21045,6422,22277,1,6
18374,7190,24430,24030,1,2
12886,11998,19966,2574,0,1
17765,9605,2070,15995,0,1
9032,5833,2792,10170,0,1
3716,19080,13349,12281,1,1
12064,17713,4096,23980,0,2
4800,8662,16751,7857,0,2
19055,8129,6341,2723,1,3
293,23662,11531,16367,1,6
18731,18230,22381,9051,1,5
9828,12135,9827,9932,1,6
14824,1819,19800,12225,0,3
1649,11243,23637,9460,1,4
16808,10769,13207,9174,0,1
14441,23516,11168,14914,0,1
5936,18506,8978,23741,0,3
2850,8037,19237,8032,0,3
17256,2997,1778,18549,0,1
9499,6009,4522,7738,0,2
6323,2436,8298,5784,1,7
11262,10976,22259,18792,0,2
14987,17769,12201,13363,0,2
9381,18478,7087,10516,1,6
3346,22586,6130,20308,0,2
9895,489,4229,21800,0,3
13427,22638,21817,8060,1,3
121,6133,11448,11332,0,1
18100,298,13878,23079,1,3
12099,9873,10780,17899,0,1
11156,21492,16028,20020,0,3
21212,16722,19412,12079,0,2
20116,12294,17896,15326,0,3
1078,19833,21955,1800,1,6
24427,8178,13345,11893,0,1
14449,11375,8716,13452,1,5
23393,3557,23561,10676,0,2
19924,22293,2321,8254,1,5
12195,9369,7434,7131,1,1
4474,17281,17100,16982,0,1
1191,17793,5533,10901,1,2
15274,21850,24163,20807,0,1
15420,23506,19957,9597,0,1
18310,16090,23185,5471,0,1
4729,2927,948,23966,0,1
23878,298,17744,13509,0,1
3458,9137,7228,12821,0,2
9061,4322,23761,15749,1,3
8150,21238,3418,14533,0,1
14108,6382,18788,8393,1,6
36,11599,24455,6796,0,2
22553,22331,22026,22907,0,2
8724,601,3426,2641,1,2
7133,12726,14217,15599,0,1
19147,8806,12426,2776,0,2
478,8308,5488,10887,1,5
22226,14445,10585,8409,0,1
6925,5917,8463,17244,0,1
8333,13444,23846,23921,0,2
13112,18451,11155,11831,0,2
6878,13572,17807,10783,1,6
14645,21366,24493,14007,0,0
13519,5064,23713,14451,0,1
5780,24613,14903,16172,0,1
20106,3297,2547,13973,0,2
8017,5856,12174,110,0,2
18067,598,13242,21102,0,1
8968,4066,11196,1017,1,4
17109,3974,24858,18095,0,2
7877,22574,23728,7969,0,2
11794,22443,24732,23388,0,2
109,4670,11352,19121,0,0
2017,1311,13662,21568,0,1
9929,13281,16498,16655,1,5
9955,19265,22926,22722,0,1
7025,5168,15412,19355,0,1
9411,3147,2447,9566,1,5
23178,2851,23779,24513,1,5
18533,17068,18315,1009,0,2
24833,19207,21403,21785,1,1
16228,23700,3248,913,0,3
4239,1632,338,11099,1,6
24927,3400,6599,4229,0,1
18993,15386,12544,3737,0,0
14324,4637,9265,2405,1,6
11637,8295,17436,17697,1,2
15680,7597,22571,23714,0,0
4967,15590,11188,7865,0,1
7822,21886,24576,8090,1,3
10735,12176,8689,16373,0,0
21833,20422,675,11576,0,2
19291,14743,11588,8707,0,0
24650,14340,13060,7479,0,2
103,23069,16675,8519,0,3
22385,22674,13238,21613,1,5
18070,2807,3491,2876,0,3
20904,3904,23679,11067,0,1
23258,7392,23219,9295,1,2
18218,6026,7832,18359,1,6
13551,10278,2827,18206,1,6
4121,9991,8494,845,1,5
9983,4182,24885,21832,0,1
21763,2759,4777,24916,1,5
24013,6499,2472,4616,1,6
6389,24436,2201,3981,0,1
5155,19164,9063,16229,1,2
1934,9888,23586,9279,1,2
4060,22348,13584,17096,1,5
22164,8504,8886,2762,0,2
5175,4514,16228,10385,0,1
17658,12461,10056,5027,1,2
13202,18282,23608,1067,0,0
7767,11011,4616,7135,0,1
19912,18746,4712,14577,1,1
12753,8289,20074,12205,1,6
3771,4854,16401,6082,0,3
2458,10835,16478,12307,0,3
3811,20103,14160,7601,1,6
1289,19336,11353,3323,0,1
14948,2992,14238,16956,0,1
22062,19931,16544,5851,1,4
2550,6098,16610,8070,1,1
717,13773,18588,24395,1,7
16548,17243,20309,5818,0,0
12328,1823,11035,1248,0,3
5565,2784,2399,18954,1,1
19704,10851,13114,16516,1,6
19069,12736,14830,19525,1,2
15769,7094,18341,14995,0,1
17936,12220,7172,16854,1,5
20437,12321,19585,12134,1,4
19117,17423,4078,2230,1,5
7025,15175,17000,14619,1,1
23837,16580,6543,12211,1,5
9614,9212,6166,329,1,5
6395,16154,8420,1626,1,5
23075,6617,6663,22011,1,3
7107,9642,18564,14809,0,1
13314,13596,13772,14321,0,2
24782,8389,7009,18883,0,1
14779,12118,9925,17586,1,6
9493,6662,15582,6241,0,2
13084,12816,6956,3613,1,1
19902,10035,16949,20683,1,5
10740,11294,7576,14456,0,1
751,18770,13608,19085,0,1
7165,1604,23870,10066,1,4
2152,20670,6505,13639,0,2
3700,19698,24791,8396,0,1
23742,13797,18722,11785,1,6
5614,11008,6731,14825,1,1
12568,12836,22906,3261,1,2
17181,3212,9933,19364,1,6
7455,23093,20159,3683,0,1
2736,8570,7103,15974,0,1
8271,12712,4461,14455,0,1
5378,19816,13174,6095,0,3
12511,899,18856,17629,1,1
10736,2143,16623,12892,1,3
24944,21473,6837,14830,0,1
13262,19653,19807,24040,0,2
15354,5399,24747,5034,0,1
24831,22953,9452,6914,0,1
20542,15880,6780,15203,0,1
13126,17141,8492,8171,1,5
4574,144,21962,13279,1,5
14896,15213,18805,881,0,2
1040,12012,23003,20104,0,0
8654,17297,13661,15812,0,3
2710,14702,17967,11276,0,2
8336,16239,21088,8054,0,2
6269,17353,14301,2117,0,2
21811,6852,8522,13621,0,1
23970,2046,23501,10885,1,6
20917,8614,23366,9719,0,1
22270,7776,23093,1233,0,1
16876,719,8555,6077,0,0
5643,11175,7293,16741,0,2
3879,16830,5001,9515,0,1
24925,18398,24177,3135,0,2
3510,10896,20544,8128,1,5
9585,7242,20191,1163,1,1
21414,9932,11505,19725,1,5
6327,16596,10393,21047,1,5
20222,9675,14169,13866,0,1
7574,24706,5946,12839,0,2
24999,10842,9292,12755,1,6
14749,10833,15629,14975,1,6
535,9508,23851,8712,0,1
4411,9482,17609,24642,1,6
16823,14731,23443,673,0,1
9179,6117,7096,16641,0,1
23871,11101,7597,19064,1,4
2239,7939,23470,16086,0,1
8449,13852,20353,9404,0,2
7767,1229,6574,4237,1,6
8397,5937,12435,3434,1,6
24023,17521,1627,4329,0,3
23488,16690,8459,19219,0,1
24494,19531,21606,1994,1,5
21833,9414,21858,5939,1,4
14599,12704,15259,1053,1,4
19762,22986,2840,1623,0,0
11836,21131,22691,17609,1,4
14463,7982,18649,3658,1,2
6925,17710,17618,12432,0,1
18465,3371,20925,24987,1,6
13541,21487,8780,24130,1,6
24477,22008,20425,11422,1,5
16616,2662,19968,17355,1,6
21723,23913,14724,14384,1,1
15953,18780,2244,14877,0,1
9686,12826,18159,22210,0,1
6399,15945,5190,24624,0,2
10220,19725,15106,12868,0,1
7562,18927,22208,1077,0,2
7073,179,4292,7560,0,2
16582,23542,13592,17270,1,5
22097,22210,6361,23094,0,1
10062,3379,8202,1328,0,1
22279,21412,5494,8619,0,1
14441,8899,21542,10640,0,0
8103,20040,20934,8791,0,2
19699,1656,17125,14421,0,2
15007,5183,14222,21332,0,2
7886,17930,7325,17414,0,2
5219,9242,1086,23436,0,2
13668,10773,18951,17964,0,2
13419,21680,9193,10174,0,2
8928,9919,13260,9228,0,1
20460,11808,3415,6426,0,3
6861,8992,12359,15433,0,1
4445,16456,20048,13737,1,4
7081,19165,22438,17027,1,2
17461,10990,23027,5815,0,2
18341,760,5193,1248,1,4
11964,7922,17434,11632,1,2
367,2497,17869,3182,1,6
18160,8188,8726,15030,1,6
23116,23738,20164,12347,0,2
11929,6870,16842,17759,1,1
16276,11785,3605,9906,1,1
10849,261,6290,21908,1,5
19908,2024,8534,10768,1,5
20468,6611,167,20998,1,6
38,8633,22075,14764,1,5
5671,10074,12340,19134,1,1
13163,4560,18378,19142,0,3
993,17941,8076,24937,1,6
5813,4092,3988,11507,0,2
7011,20299,23724,4869,0,3
21487,10294,22623,10663,1,1
7009,5120,3186,22082,0,1
6940,11712,6230,8941,0,2
18285,8016,14878,6903,0,1
7803,12542,1437,20443,0,2
8085,24237,10767,14695,0,1
7930,4484,2155,12570,0,1
17033,24590,13215,9472,0,1
4076,15058,17838,22225,0,3
12662,5058,22022,24076,0,1
17645,9010,20055,15191,1,1
14233,14636,9444,3177,1,1
21585,12774,9468,20300,1,6
3265,2628,11785,17114,0,1
13373,15235,23817,13040,0,0
1748,17186,9292,15868,0,2
23,15411,18375,21448,1,1
18553,19859,23726,8455,0,2
3825,21742,189,5213,1,6
17980,10492,718,18599,0,2
13269,1702,10571,23378,0,0
21649,9900,23765,916,0,1
13966,12341,3105,14473,0,1
5125,5317,17120,21572,0,2
9051,742,1066,22488,0,2
19990,23213,23322,9146,0,1
3978,18065,1173,24395,0,1
9498,4185,20438,2448,1,2
11377,9100,12083,17069,0,3
5313,5939,19170,9480,1,5
14714,11443,13856,21728,0,1
21029,8548,15006,10718,0,1
12257,7985,23025,3688,1,5
18267,10051,15261,3694,0,1
13865,16410,18617,24014,0,1
11166,8261,13805,6212,1,5
17836,12407,12750,16131,0,2
10471,12487,15302,190,0,0
24614,9594,15433,9283,1,5
9543,16971,17299,22423,1,5
14101,331,16498,7785,0,2
7643,17419,21858,22296,1,2
5850,11657,22206,1660,0,1
6404,6904,15623,13369,0,1
23620,22321,7494,354,1,1
12532,21551,1351,11726,0,2
14663,11575,17853,12857,0,1
16749,264,4116,13350,1,4
9261,8875,7385,13178,1,5
4656,19114,8756,17607,1,4
23453,9982,3174,6151,1,6
4379,2764,6581,2334,0,3
19147,2074,4898,2835,1,5
7853,3032,10809,22774,0,1
17321,4436,3202,23030,1,1
15537,24790,18020,15821,1,5
5881,1248,12303,9293,1,5
2264,17322,7169,3429,1,5
12626,10524,22779,21567,1,2
23160,21536,22914,16037,0,1
16505,1609,6372,13834,1,7
861,20284,11833,16045,1,5
14289,24460,1062,5169,0,1
19536,1864,16981,4752,0,2
13516,11484,15028,12436,0,2
14030,16996,11390,20443,0,2
7024,10946,14323,10888,0,1
17219,457,15559,7398,0,2
21356,4476,12294,1644,0,1
18328,10522,16051,18827,0,2
6266,16779,9499,13270,1,5
2069,7254,9998,11318,1,2
19780,24233,20919,21251,0,0
24998,1960,6703,17444,1,5
15405,11240,7222,24431,0,1
14371,10028,17427,7975,1,6
12022,4203,3708,21747,0,1
2219,8106,19483,14673,0,2
15139,19292,7688,347,0,2
6032,12547,18566,2531,1,6
897,15398,9526,19589,0,3
13873,19862,12076,9746,1,6
15059,578,22778,3563,0,0
20217,11059,7900,11787,1,1
10549,9050,11415,20020,0,2
2935,24666,10260,14604,1,5
18989,6219,5823,8973,0,2
19557,20464,5570,8597,0,2
14772,5986,12851,3773,1,5
20472,12555,10732,15317,0,1
12476,9630,6790,256,1,6
24671,6668,16211,12120,0,1
21919,20169,19171,486,1,2
12086,24281,19658,21951,0,1
12888,23421,22305,11328,0,1
20259,16756,17999,24942,0,0
12916,20785,5454,15136,0,1
13305,6848,15722,5299,1,5
3346,4443,4292,22700,1,2
7775,12473,15176,19583,1,2
24178,21211,16043,15116,0,3
17468,9492,12309,14117,1,5
6155,4237,11242,22949,0,1
9334,16713,22613,3273,0,1
18901,13033,24798,3640,0,1
6336,1906,23271,14321,0,2
11697,19749,16415,14533,0,0
22341,10162,14219,2489,0,3
4859,14940,19207,18298,1,6
5524,7002,17879,6757,1,2
8859,18469,13355,3106,1,6
16290,17059,6609,8805,0,2
7846,2691,3985,8773,0,1
10882,18806,7532,5111,0,2
23526,23024,2695,23177,1,2
13764,4666,20309,6046,0,2
8697,13339,9450,19586,0,1
3825,8711,13673,17740,0,1
6266,7686,17276,20545,0,2
8078,14655,4829,3460,0,1
7682,9740,24551,5002,0,3
3482,1475,24956,23132,0,3
10300,13356,7104,11347,0,1
810,24119,14750,24564,0,1
7038,4829,12370,12878,0,1
24118,19788,22570,14756,0,1
17808,17860,607,252,0,2
1230,965,24920,16424,1,5
6371,24376,9401,2770,0,3
15816,23252,12083,23671,0,2
18869,7898,1834,7296,0,1
10375,2781,16208,14286,0,2
10422,2277,5846,911,1,1
15780,15508,12752,23571,0,1
1850,17314,20181,12884,0,1
9508,13547,1231,14666,1,1
12498,5138,5812,15519,1,1
14059,5411,15109,17338,0,1
12480,19951,4230,4299,1,6
19276,946,15154,23856,1,6
21583,5869,7377,18790,0,0
10665,9336,15537,394,0,1
20139,9008,5986,8613,0,1
22510,11766,15872,7450,1,6
2322,21152,24051,5014,0,1
22992,7537,9006,24198,1,6
4250,24630,21668,2345,0,1
5984,7560,14368,10777,1,6
12375,2079,9792,12242,0,2
289,24511,16749,3135,1,4
23338,19148,13254,22916,1,5
23432,13963,23885,24062,1,1
24574,11193,13671,18858,0,1
24736,17467,22050,23710,0,2
17065,12739,20892,6391,0,1
517,15146,22157,11923,0,2
19569,5750,21428,4037,1,1
4189,11,13023,19386,0,0
20071,24493,12207,13709,0,1
13500,2046,16951,24301,1,1
9061,18562,13131,19229,0,3
21347,2343,13674,23495,1,6
22879,6305,5403,6304,0,1
11202,15192,20067,23581,1,4
23848,2138,20409,17778,1,3
6139,14160,20478,3565,0,1
3200,962,19685,2901,0,0
18591,15724,16043,8718,0,2
6710,8555,13512,20252,0,1
24213,18848,19838,5607,1,6
8874,1722,13135,15042,1,5
13456,6810,21986,18688,0,2
20217,21335,11079,12664,1,2
22083,10308,22300,11750,0,1
5504,14061,5601,6180,0,1
19326,22691,15331,7840,1,5
11475,23573,1867,17807,0,1
6533,18695,24613,8807,1,3
5067,17636,4708,23062,0,1
20458,19685,23983,8829,1,5
21235,2330,17133,6233,0,0
17813,21028,19600,22771,1,5
3404,15192,466,12207,1,6
15076,15174,24974,2872,1,6
3393,5385,23876,21983,0,1
23622,21923,14702,5050,1,5
17971,18409,16697,1175,0,3
8458,15544,15963,2642,0,0
11706,14225,11575,2078,0,2
11652,14747,20738,12447,0,1
20996,742,1103,24953,1,6
23503,3653,10722,3519,0,2
20581,270,2163,8589,1,6
11027,471,16891,12131,0,1
16676,1482,5689,979,1,5
16584,17867,15239,15357,1,6
10670,21065,21981,3854,0,1
21495,5035,11677,1349,0,0
13164,12433,15228,11071,1,1
8979,5262,24577,16955,0,2
10800,24720,12376,16943,0,1
6235,18287,16150,20324,0,3
3384,165,18501,19834,0,2
18033,13334,23796,11286,1,5
7697,883,11420,1236,0,1
17250,5165,21636,729,0,2
14467,435,9479,7575,0,2
12387,24663,15862,20166,1,6
4080,14548,17731,10958,0,0
8999,6316,14760,9191,0,1
19370,5467,17369,12016,1,6
15208,491,17641,6524,0,1
9161,13845,10077,17628,1,2
2736,23754,599,22497,0,2
6497,956,152,9673,1,5
15330,7172,15688,8464,1,4
9484,13121,21725,2626,1,2
19819,8626,15025,14915,1,5
2271,18691,20347,22466,0,1
23045,234,9457,7300,1,2
8291,286,14840,7670,0,2
4636,13320,24843,23433,0,1
19182,11337,17958,18238,1,6
22066,11108,15826,11427,1,6
13492,11207,3370,12281,1,6
2035,15454,24659,18897,1,5
14401,19875,2815,16251,0,1
14249,731,13750,10024,1,5
3487,20148,8110,10166,1,1
3664,19878,11892,21577,0,1
18382,12081,5968,756,1,5
13587,11048,24129,4537,0,1
22527,22160,5826,90,0,3
3671,1283,15695,308,1,5
15825,16003,14155,23279,0,1
8307,24103,5177,21,0,3
6099,5218,6135,23291,1,6
9096,13554,11667,4531,0,1
340,9512,6134,24721,1,5
13779,24929,1057,17604,1,6
18211,7843,14812,524,1,1
12996,5020,1768,14014,0,1
6276,17560,8077,6018,1,6
8751,12810,22554,6589,1,1
23439,3005,5533,15357,1,5
16116,1026,7025,18038,0,1
18914,7008,9128,8171,0,3
10435,7972,16691,20072,1,1
13400,6804,16449,4826,0,1
21421,10244,6993,16640,0,1
23815,5271,19544,21712,0,2
14128,17645,24972,10693,0,0
15165,8378,15890,5181,0,0
11101,5699,12595,15130,0,1
21446,1901,15423,9814,0,1
2857,23545,11444,14845,1,5
24910,5900,12866,23433,1,6
10488,17802,6554,21614,0,1
18369,9981,7018,2142,0,1
19116,7525,7739,664,1,7
18369,18703,9306,15041,0,1
10451,7859,20446,6061,0,2
5207,22039,1643,3198,0,1
68,21633,3022,4887,0,1
7720,20736,14441,19531,0,1
9194,24451,5048,8453,1,2
2442,21694,8760,23334,1,5
8699,11551,7544,17652,0,3
4936,13804,12686,21951,0,1
19615,11682,10525,16595,1,1
3063,19667,15141,456,1,6
18040,4567,16094,17896,0,1
15918,9591,9864,19425,0,0
2825,12446,2411,19411,0,0
6613,5332,13242,23918,0,2
23405,6626,24600,3834,0,1
6950,4643,18728,8860,1,5
8705,23246,17641,5686,1,5
4648,15077,3971,20896,0,2
22737,1160,7433,24619,1,6
3325,2565,22840,3441,1,6
9604,4165,5027,12187,0,2
7874,11030,3396,20494,0,2
14142,7940,20233,22938,1,1
20100,5918,24849,20606,0,1
4240,22923,4258,8231,0,2
24891,22962,17396,1719,0,3
8022,3882,1471,14214,0,1
7142,16485,21476,21845,1,5
94,3401,527,23053,1,1
17186,24297,2391,16353,1,5
3291,1655,4407,5645,0,2
20634,6289,5583,170,0,1
4458,20629,9184,6212,1,1
17615,20889,10150,9035,0,1
2889,20940,3838,12910,0,1
19862,7160,22332,24229,0,1
16575,21308,9124,572,0,1
14055,9166,4734,24351,0,0
14518,14944,2773,11864,1,5
23862,6238,10622,5150,1,4
12064,2609,2702,2833,1,4
2534,5552,3877,12117,1,2
7803,8425,15391,5771,1,6
21208,22079,11940,15710,0,1
10427,21881,6920,14681,0,2
21985,18596,12027,18838,1,1
6058,12210,5600,15506,1,5
16927,16743,5497,21636,0,3
14797,24520,10981,2890,1,5
18721,3144,21660,22410,0,1
18843,9721,24956,5230,0,1
1087,8587,4345,3712,0,0
6219,16222,7081,8297,1,5
16592,2936,1503,13078,0,0
1431,18354,1275,13696,1,5
6288,22956,4690,13380,1,5
11559,20415,18593,10661,0,2
16282,10248,546,19760,0,1
15899,2560,24979,2633,1,2
21707,9849,16521,21699,0,1
6449,22319,2236,23496,1,6
13603,13613,10687,21012,0,1
4362,23198,9101,4673,0,2
508,8230,17999,17384,1,5
23849,6907,8004,22006,1,5
23005,20644,20573,5744,1,5
20430,12053,7316,24917,0,1
7024,7796,17880,10054,0,1
18395,23417,5530,5853,0,3
15799,16674,20201,7794,1,6
3028,4369,13379,8726,0,2
14501,15747,3477,24858,1,3
22573,4724,11603,91,1,4
24162,5815,10313,13643,1,7
4400,10333,22591,10378,0,1
10687,7921,13435,24942,0,0
2806,9281,4785,10109,1,5
24420,3002,6934,16331,0,1
24829,5683,22386,6964,0,1
9432,2421,9948,13321,0,1
7381,10092,15630,21373,1,6
19116,22688,3151,506,0,1
7947,16709,16436,13585,0,1
15670,5254,84,22085,0,2
15834,23617,23300,12344,0,1
17730,6151,12372,13829,0,0
21084,4752,21006,12247,1,3
19218,17545,21078,21482,1,1
4658,24695,4053,12968,1,3
10209,7094,16246,13411,0,1
13603,3695,10667,7781,0,2
11049,7944,5784,536,1,6
2150,24045,10102,14673,0,2
14171,13596,2486,1134,0,3
20209,8452,7198,15785,0,1
18837,523,1276,15357,0,1
8228,2532,6130,21677,0,2
9348,16485,13903,11363,0,2
17854,6839,12791,4587,0,1
3315,24788,5248,22735,0,0
856,13897,14483,2146,0,1
12249,12678,6749,18799,1,5
3108,16520,869,15000,1,1
15869,782,16841,2398,0,2
3748,8798,12452,21349,0,1
17546,14784,16606,3731,1,1
11571,22781,18909,20875,0,0
7401,14759,11184,24160,1,4
23623,23284,22399,1566,1,2
4859,13463,13665,1538,1,5
6371,18445,15644,8883,1,5
897,15043,24255,4617,1,1
21027,21593,8174,19560,0,3
10331,9091,11189,2701,0,2
17287,20648,12251,12484,0,1
1096,13187,10573,12762,1,6
279,15517,5248,16566,1,7
10224,22930,11645,9949,0,1
984,10816,1943,22249,1,6
18805,5098,18878,10124,0,2
15778,8865,4391,22104,1,6
6947,13750,8372,14252,1,6
8358,2268,11566,15526,0,1
17936,7747,2262,17457,0,2
13730,1475,15979,19869,0,2
2543,13494,6032,18417,1,5
5924,23069,9788,11209,0,2
13142,3633,15140,17140,1,6
14902,18942,13141,14712,0,1
8336,6275,5420,779,1,6
844,20277,9600,19784,0,1
15282,23032,5947,1035,0,2
24668,1464,7561,14691,0,1
24934,1568,8923,1337,0,1
13210,15432,5794,52,0,2
1087,10975,7167,683,1,6
20970,16068,8796,7961,0,3
14632,18573,15636,20297,0,1
19050,22012,19751,9537,1,2
16220,21555,5567,2160,0,2
23555,8470,11487,16101,0,2
24915,9208,13646,5584,0,1
23181,3457,9902,23658,1,1
6094,21848,23449,14153,1,6
957,8616,7982,13349,0,3
5834,16398,15457,21866,0,2
17159,17689,8198,17426,0,0
6857,15349,17783,15567,1,6
2525,24151,2460,5158,1,2
5438,19115,14046,17326,0,2
117,24414,12127,10970,0,1
17033,8048,15794,11599,1,6
18825,14534,13481,12210,0,0
10720,21566,24018,12098,1,6
8584,23858,17939,18755,0,1
19728,5354,9624,803,1,5
11712,6922,13157,15540,0,2
1299,6410,24752,2621,0,3
9332,15802,16513,19021,1,6
12987,7161,9452,23785,0,2
7331,22033,10935,18977,1,5
23016,24846,21875,1961,0,1
3662,8820,17452,2508,1,6
19865,23179,15539,23183,0,2
4656,14681,16103,1438,0,1
23045,20648,5362,24753,0,2
24718,4228,18863,23054,1,2
12361,20626,20506,7690,0,2
6775,3165,18969,17426,1,5
6058,13685,17315,17006,0,1
10893,19209,5656,19501,0,2
15354,17569,5542,714,0,3
2518,20557,17884,5386,1,4
19307,12408,5932,519,0,3
14381,1494,13372,18864,0,1
11589,11269,12647,22984,0,1
3959,3492,14026,19447,0,2
20971,6165,17210,13642,1,5
17041,24216,909,1508,0,2
15090,16235,24363,12113,0,2
7379,9021,17218,16565,0,1
9223,14803,21790,16651,1,3
18537,145,23399,20063,1,5
10106,8008,17697,22968,0,2
3173,6409,6688,3975,1,4
16136,1782,10275,6366,0,2
7772,22146,19073,85,0,0
21077,20647,8300,18505,1,6
21595,2028,8518,12931,1,6
24013,11203,6743,18408,0,2
663,11449,15055,13214,1,6
15661,17677,24605,20802,0,1
3136,18806,13131,4037,0,2
20214,237,14009,2420,1,3
16449,7568,6919,16570,0,2
3977,21248,16223,21216,0,3
1265,24488,24297,15930,0,2
9636,1744,21374,8861,1,1
13764,1881,9582,6080,0,3
9504,20242,24258,22838,0,3
8635,2156,20497,16583,0,1
1990,23594,20119,9860,1,6
16189,7801,19809,19547,1,5
194,7408,10607,45,0,2
2239,19520,17665,146,0,1
6948,23704,24015,22735,0,0
15887,6008,1879,14662,0,2
5121,4213,17603,10263,1,6
5121,12992,21736,11380,1,6
21727,6764,15229,20752,0,1
19553,20061,24241,24628,0,2
6659,5988,9355,4310,1,1
17942,8547,13975,9934,1,2
13110,13718,9923,23065,1,6
19377,12441,18956,8044,0,1
3653,5289,20093,20419,1,1
656,788,13985,19953,1,6
18453,4429,16770,8973,1,5
14171,3601,3707,2675,0,1
637,11610,2859,12998,0,1
1315,2213,10803,2205,0,2
21726,12985,4323,7076,1,1
19284,8920,23757,13892,0,2
14024,9491,989,200,1,6
12873,4914,15443,5230,1,2
11667,1452,22288,17200,1,1
129,5139,616,653,0,2
5601,4976,4226,2114,1,1
9096,16962,5305,491,0,1
14959,14594,12354,14064,1,5
21131,9967,15338,8594,0,1
24708,23064,7610,1358,1,5
1896,12343,5514,14110,1,5
11699,8381,16551,7419,0,3
23044,21302,24588,23135,0,3
21814,24338,8876,3382,1,4
21594,15665,18201,11272,1,5
24749,2066,18885,2021,0,1
6729,6360,22898,15449,0,2
7973,23162,19477,7870,0,0
2760,9495,10079,16987,1,5
10633,10397,8958,12253,0,1
352,12034,19640,24572,0,2
23429,14180,10148,3512,0,1
13065,1260,15472,18864,1,2
12890,23446,9449,6030,0,2
384,11736,4129,6320,1,2
24939,20504,5225,17069,1,6
14911,15344,1770,12315,0,3
20105,8441,22268,19096,1,4
10533,20550,24777,14594,0,1
12680,13076,4711,19495,1,1
10437,10982,14510,20309,0,2
12702,17319,18065,8496,0,2
9995,20128,12164,11805,0,2
11323,4510,19713,13464,1,6
10156,16684,2730,6716,0,1
943,15453,13573,20844,1,2
13478,21952,11463,8433,0,1
24794,13017,19791,5654,0,1
20775,5591,213,21702,0,1
7920,4279,20785,9478,0,3
443,22011,11019,4135,1,1
10129,5544,8547,18867,0,1
16914,5288,19229,1248,1,2
15256,14812,5779,22489,1,7
6083,5135,17858,10519,0,2
18923,23430,15753,3485,0,1
4913,7222,20861,17384,1,2
5253,22761,20774,20797,0,1
10683,22718,13621,20435,1,2
644,14005,1447,19632,1,6
3912,24594,3262,18072,0,1
2028,16830,4696,181,1,1
13382,16894,23043,24035,0,0
14291,270,22698,3953,0,1
4362,9086,12019,13693,0,1
19268,2138,13282,18595,0,2
4209,682,16267,16634,0,2
14467,24921,176,9476,0,2
6440,24019,10810,19577,0,2
12515,14831,16250,6124,1,6
8454,18894,19468,18043,1,6
2921,3451,18686,11309,0,2
7380,13572,5881,12656,1,5
23120,22833,14218,22564,0,1
22757,20618,15603,21184,0,2
14111,24722,24616,18958,1,7
16567,18653,17051,15804,0,3
4188,19785,8104,19991,1,6
21208,16133,11486,13922,0,3
155,490,10249,12454,0,2
23513,4287,13494,3148,0,1
5783,23227,16344,18809,1,6
12262,23058,17572,23065,0,1
6564,10037,23441,5440,0,3
2034,16352,14017,10217,0,1
15867,3052,23387,4112,1,6
14807,5994,14009,955,0,1
22367,19206,176,7127,1,6
7501,1882,10948,22810,0,0
1877,19586,4512,2276,0,2
22843,11852,22780,22637,1,5
9058,5222,11087,9526,0,0
17688,22171,3277,21598,1,5
19147,11913,8998,11862,0,2
18943,10390,11668,21562,0,1
9141,3110,4126,14850,0,1
15117,21193,1249,21165,1,2
21392,19834,4428,9537,0,1
499,19491,2049,15151,1,5
315,516,2538,9567,1,1
13981,5561,16730,2746,0,1
752,7610,4626,10874,0,0
3315,24817,3976,5359,0,1
8361,8213,648,24458,0,2
14739,22523,6143,22185,0,2
14217,13894,7195,10923,0,1
10849,4747,12820,2274,0,1
8033,14197,12389,14174,1,6
74,10314,24253,2352,0,1
18021,7082,16502,13507,0,0
3263,11447,18448,23246,1,6
19763,5015,19289,9631,0,1
23699,2853,14949,2958,1,4
20527,21719,22741,5457,0,2
21141,20548,24551,15477,0,1
11475,3583,9566,17633,0,0
3114,1197,3418,10208,0,1
19906,2985,18261,19824,1,7
20044,17530,8893,17051,0,1
10480,8973,22119,6871,0,1
11584,832,24064,8442,1,4
17105,11466,13387,20601,1,2
24112,16188,21746,10640,1,4
10660,19335,15547,6669,0,2
